"ID";"Salt Stripped Molecule";"Salt Stripped Molecule (InChI Code)";"Salt Stripped Molecule (InChI Key)";"Class";"duplicate-type-classifier"
"JR_0075";"CC(C)CC1NC(=O)N(Cc2ccc(-c3ccccc3)cc2)C1=O";"InChI=1S/C20H22N2O2/c1-14(2)12-18-19(23)22(20(24)21-18)13-15-8-10-17(11-9-15)16-6-4-3-5-7-16/h3-11,14,18H,12-13H2,1-2H3,(H,21,24)/t18-/m0/s1";"BIYDVNKGMYLJKD-SFHVURJKSA-N";"E3Nonbinder";"unique"
"JR_0076";"CC(C)CCC(=O)NC(C)c1ccc2c(c1)OCO2";"InChI=1S/C15H21NO3/c1-10(2)4-7-15(17)16-11(3)12-5-6-13-14(8-12)19-9-18-13/h5-6,8,10-11H,4,7,9H2,1-3H3,(H,16,17)/t11-/m0/s1";"NVGVSRCPSJAMRD-NSHDSACASA-N";"E3Nonbinder";"unique"
"JR_0081";"CC(C)CCNC(=O)CN1C(=O)NC(C)(c2ccccc2C(F)(F)F)C1=O";"InChI=1S/C18H22F3N3O3/c1-11(2)8-9-22-14(25)10-24-15(26)17(3,23-16(24)27)12-6-4-5-7-13(12)18(19,20)21/h4-7,11H,8-10H2,1-3H3,(H,22,25)(H,23,27)/t17-/m1/s1";"AVGHEPBAMXHEIX-QGZVFWFLSA-N";"E3Nonbinder";"unique"
"JR_0082";"CC(C)CNC(=O)CN1C(=O)NC(C)(c2ccccc2F)C1=O";"InChI=1S/C16H20FN3O3/c1-10(2)8-18-13(21)9-20-14(22)16(3,19-15(20)23)11-6-4-5-7-12(11)17/h4-7,10H,8-9H2,1-3H3,(H,18,21)(H,19,23)/t16-/m1/s1";"LURIRXVXULRNGL-MRXNPFEDSA-N";"E3Nonbinder";"unique"
"JR_0083";"CC(C)CNC(=O)CSc1nc2ccccc2c(=O)n1CC1CCCO1";"InChI=1S/C19H25N3O3S/c1-13(2)10-20-17(23)12-26-19-21-16-8-4-3-7-15(16)18(24)22(19)11-14-6-5-9-25-14/h3-4,7-8,13-14H,5-6,9-12H2,1-2H3,(H,20,23)/t14-/m1/s1";"BOBMGOKZDNJKDB-CQSZACIVSA-N";"E3Nonbinder";"unique"
"JR_0084";"CC(C)CNC(=O)C(C)Sc1nnc(N2CCOCC2)n1-c1ccccc1";"InChI=1S/C19H27N5O2S/c1-14(2)13-20-17(25)15(3)27-19-22-21-18(23-9-11-26-12-10-23)24(19)16-7-5-4-6-8-16/h4-8,14-15H,9-13H2,1-3H3,(H,20,25)/t15-/m0/s1";"LWNORABJKNOAQA-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0085";"CC(C)CC(C(=O)NCc1cccs1)N1C(=O)c2ccccc2C1=O";"InChI=1S/C19H20N2O3S/c1-12(2)10-16(17(22)20-11-13-6-5-9-25-13)21-18(23)14-7-3-4-8-15(14)19(21)24/h3-9,12,16H,10-11H2,1-2H3,(H,20,22)/t16-/m0/s1";"GZFKDTVHSTWQIP-INIZCTEOSA-N";"E3Nonbinder";"unique"
"JR_0086";"CC(C)CC1NC(=O)N(CC(=O)NC2CCCCCC2)C1=O";"InChI=1S/C16H27N3O3/c1-11(2)9-13-15(21)19(16(22)18-13)10-14(20)17-12-7-5-3-4-6-8-12/h11-13H,3-10H2,1-2H3,(H,17,20)(H,18,22)/t13-/m0/s1";"AARKSZGWHROZNB-ZDUSSCGKSA-N";"E3Nonbinder";"unique"
"JR_0087";"CC(C)Cc1ccc(C([NH3+])C2CC2)cc1";"InChI=1S/C14H21N/c1-10(2)9-11-3-5-12(6-4-11)14(15)13-7-8-13/h3-6,10,13-14H,7-9,15H2,1-2H3/p+1/t14-/m1/s1";"IVMVLJNXWHRWCW-CQSZACIVSA-O";"E3Nonbinder";"unique"
"JR_0088";"CC(C)Cn1c(SC(C)C(N)=O)nnc1-c1ccco1";"InChI=1S/C13H18N4O2S/c1-8(2)7-17-12(10-5-4-6-19-10)15-16-13(17)20-9(3)11(14)18/h4-6,8-9H,7H2,1-3H3,(H2,14,18)/t9-/m0/s1";"OGKGIVXXLPZRCO-VIFPVBQESA-N";"E3Nonbinder";"unique"
"JR_0089";"CC(C)N(C(=O)CN1C(=O)NC(C)(c2cccc(C#N)c2)C1=O)C(C)C";"InChI=1S/C19H24N4O3/c1-12(2)23(13(3)4)16(24)11-22-17(25)19(5,21-18(22)26)15-8-6-7-14(9-15)10-20/h6-9,12-13H,11H2,1-5H3,(H,21,26)/t19-/m1/s1";"UIJRWPBQXGXDJK-LJQANCHMSA-N";"E3Nonbinder";"unique"
"JR_0090";"CC(C)N(C(=O)CN1C(=O)NC(C)(c2ccccc2C(F)(F)F)C1=O)C(C)C";"InChI=1S/C19H24F3N3O3/c1-11(2)25(12(3)4)15(26)10-24-16(27)18(5,23-17(24)28)13-8-6-7-9-14(13)19(20,21)22/h6-9,11-12H,10H2,1-5H3,(H,23,28)/t18-/m1/s1";"BOSHSEHTYZGEOJ-GOSISDBHSA-N";"E3Nonbinder";"unique"
"JR_0091";"CC(Sc1nc(N)nc(N)n1)C(=O)N(C(C)C)C(C)C";"InChI=1S/C12H22N6OS/c1-6(2)18(7(3)4)9(19)8(5)20-12-16-10(13)15-11(14)17-12/h6-8H,1-5H3,(H4,13,14,15,16,17)/t8-/m0/s1";"LUCBGNANZNCQLN-QMMMGPOBSA-N";"E3Nonbinder";"unique"
"JR_0094";"CC(NC(=O)OC(C)(C)C)C(=O)N1CCC(C[NH+](C)C(C)C)CC1";"InChI=1S/C18H35N3O3/c1-13(2)20(7)12-15-8-10-21(11-9-15)16(22)14(3)19-17(23)24-18(4,5)6/h13-15H,8-12H2,1-7H3,(H,19,23)/p+1/t14-/m0/s1";"BJJGOZFCLMOAMN-AWEZNQCLSA-O";"E3Nonbinder";"unique"
"JR_0095";"CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)NC(Cc2ccccc2)(c2ccccc2)C1=O";"InChI=1S/C28H29N3O3/c1-21(2)30(19-23-14-8-4-9-15-23)25(32)20-31-26(33)28(29-27(31)34,24-16-10-5-11-17-24)18-22-12-6-3-7-13-22/h3-17,21H,18-20H2,1-2H3,(H,29,34)/t28-/m1/s1";"SJIBIURJYUXVIB-MUUNZHRXSA-N";"E3Nonbinder";"unique"
"JR_0096";"CC(C)N1C(=O)c2ccccc2N2C(=O)CCC21C(=O)Nc1ccc(OC(F)F)cc1";"InChI=1S/C22H21F2N3O4/c1-13(2)26-19(29)16-5-3-4-6-17(16)27-18(28)11-12-22(26,27)20(30)25-14-7-9-15(10-8-14)31-21(23)24/h3-10,13,21H,11-12H2,1-2H3,(H,25,30)/t22-/m1/s1";"LNAVKDWLKRQREV-JOCHJYFZSA-N";"E3Nonbinder";"unique"
"JR_0097";"CC(C)[NH+]1CCCC(CNC(=O)c2ccc(N3CCCCC3=O)cc2)C1";"InChI=1S/C21H31N3O2/c1-16(2)23-12-5-6-17(15-23)14-22-21(26)18-8-10-19(11-9-18)24-13-4-3-7-20(24)25/h8-11,16-17H,3-7,12-15H2,1-2H3,(H,22,26)/p+1/t17-/m1/s1";"OGCUKYNKWKGVAR-QGZVFWFLSA-O";"E3Nonbinder";"unique"
"JR_0098";"CC(C)OCCCNC(=O)CN1C(=O)NC(C)(c2ccc3ccccc3c2)C1=O";"InChI=1S/C22H27N3O4/c1-15(2)29-12-6-11-23-19(26)14-25-20(27)22(3,24-21(25)28)18-10-9-16-7-4-5-8-17(16)13-18/h4-5,7-10,13,15H,6,11-12,14H2,1-3H3,(H,23,26)(H,24,28)/t22-/m1/s1";"GNXITBJWZFFTHR-JOCHJYFZSA-N";"E3Nonbinder";"unique"
"JR_0099";"CC(C)OCCC[NH2+]CC(O)COc1ccccc1";"InChI=1S/C15H25NO3/c1-13(2)18-10-6-9-16-11-14(17)12-19-15-7-4-3-5-8-15/h3-5,7-8,13-14,16-17H,6,9-12H2,1-2H3/p+1/t14-/m0/s1";"PRTYRJYPGACTNO-AWEZNQCLSA-O";"E3Nonbinder";"unique"
"JR_0100";"CC(C)OCCN1C(=O)NC(C)(c2ccc(F)c(F)c2)C1=O";"InChI=1S/C15H18F2N2O3/c1-9(2)22-7-6-19-13(20)15(3,18-14(19)21)10-4-5-11(16)12(17)8-10/h4-5,8-9H,6-7H2,1-3H3,(H,18,21)/t15-/m1/s1";"VWKCQPMVTREQSU-OAHLLOKOSA-N";"E3Nonbinder";"unique"
"JR_0101";"CC(C)C1NC(=O)N(Cc2cc(Cl)c3c(c2)OCCCO3)C1=O";"InChI=1S/C16H19ClN2O4/c1-9(2)13-15(20)19(16(21)18-13)8-10-6-11(17)14-12(7-10)22-4-3-5-23-14/h6-7,9,13H,3-5,8H2,1-2H3,(H,18,21)/t13-/m0/s1";"AFTVGZJNPUYVPP-ZDUSSCGKSA-N";"E3Nonbinder";"unique"
"JR_0102";"CC(C)C(C)(C#N)NC(=O)CSc1nnc(N2CCCCC2)n1C1CC1";"InChI=1S/C18H28N6OS/c1-13(2)18(3,12-19)20-15(25)11-26-17-22-21-16(24(17)14-7-8-14)23-9-5-4-6-10-23/h13-14H,4-11H2,1-3H3,(H,20,25)/t18-/m1/s1";"ZDJWPSMEWFVGKE-GOSISDBHSA-N";"E3Nonbinder";"unique"
"JR_0103";"CC(C)C(C)NC(=O)CCN1C(=O)c2ccccc2C1=O";"InChI=1S/C16H20N2O3/c1-10(2)11(3)17-14(19)8-9-18-15(20)12-6-4-5-7-13(12)16(18)21/h4-7,10-11H,8-9H2,1-3H3,(H,17,19)/t11-/m0/s1";"UKHPGABYHADJMM-NSHDSACASA-N";"E3Nonbinder";"unique"
"JR_0104";"CC(C)C(C)NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C";"InChI=1S/C14H21N5O3/c1-8(2)9(3)16-10(20)6-19-7-15-12-11(19)13(21)18(5)14(22)17(12)4/h7-9H,6H2,1-5H3,(H,16,20)/t9-/m0/s1";"KUBUHSVQSYPMIA-VIFPVBQESA-N";"E3Nonbinder";"unique"
"JR_0105";"CC(C)C(C)NC(=O)c1ccc2c(c1)OCCCO2";"InChI=1S/C15H21NO3/c1-10(2)11(3)16-15(17)12-5-6-13-14(9-12)19-8-4-7-18-13/h5-6,9-11H,4,7-8H2,1-3H3,(H,16,17)/t11-/m0/s1";"WQPGYWQHYGAZCA-NSHDSACASA-N";"E3Nonbinder";"unique"
"JR_0106";"CC(C)C(NC(=O)C1CCOCC1)c1ccc2c(c1)OCCCO2";"InChI=1S/C19H27NO4/c1-13(2)18(20-19(21)14-6-10-22-11-7-14)15-4-5-16-17(12-15)24-9-3-8-23-16/h4-5,12-14,18H,3,6-11H2,1-2H3,(H,20,21)/t18-/m0/s1";"OHNPXUZWJVXSQQ-SFHVURJKSA-N";"E3Nonbinder";"unique"
"JR_0107";"CC(C)C(NC(=O)Cn1ccccc1=O)c1cccs1";"InChI=1S/C15H18N2O2S/c1-11(2)15(12-6-5-9-20-12)16-13(18)10-17-8-4-3-7-14(17)19/h3-9,11,15H,10H2,1-2H3,(H,16,18)/t15-/m0/s1";"VGAMQEPIANJCQR-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0108";"CC(C)C([NH2+]Cc1ccc(C(=O)N2CCCC2)cc1)c1ccc2c(c1)OCCO2";"InChI=1S/C24H30N2O3/c1-17(2)23(20-9-10-21-22(15-20)29-14-13-28-21)25-16-18-5-7-19(8-6-18)24(27)26-11-3-4-12-26/h5-10,15,17,23,25H,3-4,11-14,16H2,1-2H3/p+1/t23-/m0/s1";"XDSWKBFGYYXMMU-QHCPKHFHSA-O";"E3Nonbinder";"unique"
"JR_0109";"CC(C)C(NCc1nnnn1-c1ccccc1)c1ccc(F)cc1";"InChI=1S/C18H20FN5/c1-13(2)18(14-8-10-15(19)11-9-14)20-12-17-21-22-23-24(17)16-6-4-3-5-7-16/h3-11,13,18,20H,12H2,1-2H3/t18-/m0/s1";"TZOIEUVUEREDJU-SFHVURJKSA-N";"E3Nonbinder";"unique"
"JR_0110";"CC(C)C(Oc1ccc(F)cc1F)C(=O)[O-]";"InChI=1S/C11H12F2O3/c1-6(2)10(11(14)15)16-9-4-3-7(12)5-8(9)13/h3-6,10H,1-2H3,(H,14,15)/p-1/t10-/m0/s1";"DTOPCFJHOIYCNF-JTQLQIEISA-M";"E3Nonbinder";"unique"
"JR_0111";"CC(C)C(Oc1ccccc1C#N)C(=O)[O-]";"InChI=1S/C12H13NO3/c1-8(2)11(12(14)15)16-10-6-4-3-5-9(10)7-13/h3-6,8,11H,1-2H3,(H,14,15)/p-1/t11-/m0/s1";"JVJCYBNJMOPIMA-NSHDSACASA-M";"E3Nonbinder";"unique"
"JR_0112";"CC(C)C(Sc1nnc(C2CC2)n1C1CC1)C(=O)NCc1cccnc1";"InChI=1S/C19H25N5OS/c1-12(2)16(18(25)21-11-13-4-3-9-20-10-13)26-19-23-22-17(14-5-6-14)24(19)15-7-8-15/h3-4,9-10,12,14-16H,5-8,11H2,1-2H3,(H,21,25)/t16-/m0/s1";"SPQCHFOPZAVHEM-INIZCTEOSA-N";"E3Nonbinder";"unique"
"JR_0113";"CC(C)C(Sc1nnc(Cc2cccs2)n1C1CC1)C(N)=O";"InChI=1S/C15H20N4OS2/c1-9(2)13(14(16)20)22-15-18-17-12(19(15)10-5-6-10)8-11-4-3-7-21-11/h3-4,7,9-10,13H,5-6,8H2,1-2H3,(H2,16,20)/t13-/m0/s1";"RNMPIAHKMOYFAE-ZDUSSCGKSA-N";"E3Nonbinder";"unique"
"JR_0114";"CC(C)c1ccc(NC(=O)C2CCCN(C(=O)c3ccoc3)C2)cc1";"InChI=1S/C20H24N2O3/c1-14(2)15-5-7-18(8-6-15)21-19(23)16-4-3-10-22(12-16)20(24)17-9-11-25-13-17/h5-9,11,13-14,16H,3-4,10,12H2,1-2H3,(H,21,23)/t16-/m0/s1";"DIXXBORLVYZWSB-INIZCTEOSA-N";"E3Nonbinder";"unique"
"JR_0115";"CC(C)c1ccc(NC(C(N)=O)c2ccccc2)cc1";"InChI=1S/C17H20N2O/c1-12(2)13-8-10-15(11-9-13)19-16(17(18)20)14-6-4-3-5-7-14/h3-12,16,19H,1-2H3,(H2,18,20)/t16-/m1/s1";"FRBSZWIDMZDYHM-MRXNPFEDSA-N";"E3Nonbinder";"unique"
"JR_0116";"CC(C)c1noc(C(C)N2CCN(c3ccc(F)cc3)CC2)n1";"InChI=1S/C17H23FN4O/c1-12(2)16-19-17(23-20-16)13(3)21-8-10-22(11-9-21)15-6-4-14(18)5-7-15/h4-7,12-13H,8-11H2,1-3H3/t13-/m0/s1";"VAHLKLTUWNFUKP-ZDUSSCGKSA-N";"E3Nonbinder";"unique"
"JR_0117";"CC(C)n1ncc2c(C(=O)N3CC(C(N)=O)Oc4ccccc43)cc(-c3ccccc3)nc21";"InChI=1S/C25H23N5O3/c1-15(2)30-24-18(13-27-30)17(12-19(28-24)16-8-4-3-5-9-16)25(32)29-14-22(23(26)31)33-21-11-7-6-10-20(21)29/h3-13,15,22H,14H2,1-2H3,(H2,26,31)/t22-/m0/s1";"KYOAVLLJGJMWEP-QFIPXVFZSA-N";"E3Nonbinder";"unique"
"JR_0118";"CC(OC(=O)c1cc(-c2ccco2)nc2c1cnn2C(C)C)C(N)=O";"InChI=1S/C17H18N4O4/c1-9(2)21-16-12(8-19-21)11(17(23)25-10(3)15(18)22)7-13(20-16)14-5-4-6-24-14/h4-10H,1-3H3,(H2,18,22)/t10-/m0/s1";"HAQRHOGMSIKZGJ-JTQLQIEISA-N";"E3Nonbinder";"unique"
"JR_0119";"CC(C(=O)Nc1ccnn1C(C)C)N1CCN(C(=O)c2ccccc2F)CC1";"InChI=1S/C20H26FN5O2/c1-14(2)26-18(8-9-22-26)23-19(27)15(3)24-10-12-25(13-11-24)20(28)16-6-4-5-7-17(16)21/h4-9,14-15H,10-13H2,1-3H3,(H,23,27)/t15-/m0/s1";"UQZNWQGLRGBYEW-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0122";"CC(NC(=O)CN1CCN(C(=O)C2CCCO2)CC1)c1ccc(-c2ccccc2)cc1";"InChI=1S/C25H31N3O3/c1-19(20-9-11-22(12-10-20)21-6-3-2-4-7-21)26-24(29)18-27-13-15-28(16-14-27)25(30)23-8-5-17-31-23/h2-4,6-7,9-12,19,23H,5,8,13-18H2,1H3,(H,26,29)/t19-,23-/m0/s1";"YZMHXGMIJXNMPH-CVDCTZTESA-N";"E3Nonbinder";"unique"
"JR_0127";"CC(NC(=O)COC(=O)c1cccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)c1)C12CC3CC(CC(C3)C1)C2";"InChI=1S/C31H39N3O5S/c1-22(31-18-23-14-24(19-31)16-25(15-23)20-31)32-29(35)21-39-30(36)26-6-5-9-28(17-26)40(37,38)34-12-10-33(11-13-34)27-7-3-2-4-8-27/h2-9,17,22-25H,10-16,18-21H2,1H3,(H,32,35)/t22-,23-,24+,25-,31-/m0/s1";"BQNJRHMOPILAKV-IKNSMAACSA-N";"E3Nonbinder";"unique"
"JR_0130";"CC(NC(=O)Cn1ccc(=O)[nH]c1=O)c1ccc(-c2ccccc2)cc1";"InChI=1S/C20H19N3O3/c1-14(21-19(25)13-23-12-11-18(24)22-20(23)26)15-7-9-17(10-8-15)16-5-3-2-4-6-16/h2-12,14H,13H2,1H3,(H,21,25)(H,22,24,26)/t14-/m0/s1";"MLTNSOJQTNVANW-AWEZNQCLSA-N";"E3Nonbinder";"unique"
"JR_0131";"CC(NC(=O)c1cc(-c2ccncc2)nc2ccccc12)c1ccc(F)cc1";"InChI=1S/C23H18FN3O/c1-15(16-6-8-18(24)9-7-16)26-23(28)20-14-22(17-10-12-25-13-11-17)27-21-5-3-2-4-19(20)21/h2-15H,1H3,(H,26,28)/t15-/m0/s1";"NCCLRMCXUNMWQP-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0136";"CC([NH2+]C1CCCCC1C)C(=O)Nc1ccc(N2CCCCC2)cc1";"InChI=1S/C21H33N3O/c1-16-8-4-5-9-20(16)22-17(2)21(25)23-18-10-12-19(13-11-18)24-14-6-3-7-15-24/h10-13,16-17,20,22H,3-9,14-15H2,1-2H3,(H,23,25)/p+1/t16-,17-,20+/m0/s1";"OFFZTXKWKOOWTE-ABSDTBQOSA-O";"E3Nonbinder";"unique"
"JR_0139";"CC(NCC(=O)NCCc1c[nH]c2ccccc12)c1ccc(F)cc1";"InChI=1S/C20H22FN3O/c1-14(15-6-8-17(21)9-7-15)23-13-20(25)22-11-10-16-12-24-19-5-3-2-4-18(16)19/h2-9,12,14,23-24H,10-11,13H2,1H3,(H,22,25)/t14-/m0/s1";"ZDYHBRVYNRLNON-AWEZNQCLSA-N";"E3Nonbinder";"unique"
"JR_0140";"CC(NCc1c(-c2ccccc2)[nH+]c2sccn12)c1ccc(-n2ccnc2)cc1";"InChI=1S/C23H21N5S/c1-17(18-7-9-20(10-8-18)27-12-11-24-16-27)25-15-21-22(19-5-3-2-4-6-19)26-23-28(21)13-14-29-23/h2-14,16-17,25H,15H2,1H3/p+1/t17-/m0/s1";"KTXPBEPHUHYMQK-KRWDZBQOSA-O";"E3Nonbinder";"unique"
"JR_0141";"CC(OCC(O)C[NH2+]C1CCCC(C)C1C)c1ccc(Cl)cc1";"InChI=1S/C19H30ClNO2/c1-13-5-4-6-19(14(13)2)21-11-18(22)12-23-15(3)16-7-9-17(20)10-8-16/h7-10,13-15,18-19,21-22H,4-6,11-12H2,1-3H3/p+1/t13-,14-,15-,18+,19+/m0/s1";"BKHVPOBTSFGSTH-ZZGLYJMHSA-O";"E3Nonbinder";"unique"
"JR_0142";"CC(Oc1ccc(-c2ccccc2)cc1)C(=O)Nc1ccccn1";"InChI=1S/C20H18N2O2/c1-15(20(23)22-19-9-5-6-14-21-19)24-18-12-10-17(11-13-18)16-7-3-2-4-8-16/h2-15H,1H3,(H,21,22,23)/t15-/m0/s1";"RJHQKKJFCWJCAM-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0143";"CC(Sc1nnc(-c2ccccc2Br)o1)C(=O)NC12CC3CC(CC(C3)C1)C2";"InChI=1S/C21H24BrN3O2S/c1-12(28-20-25-24-19(27-20)16-4-2-3-5-17(16)22)18(26)23-21-9-13-6-14(10-21)8-15(7-13)11-21/h2-5,12-15H,6-11H2,1H3,(H,23,26)/t12-,13-,14+,15-,21-/m0/s1";"INXCVMRZIYCDOY-LLUXACTFSA-N";"E3Nonbinder";"unique"
"JR_0152";"CC1=C(C(=O)N2CCOCC2)C(c2cc(C)ccc2C)NC(=S)N1";"InChI=1S/C18H23N3O2S/c1-11-4-5-12(2)14(10-11)16-15(13(3)19-18(24)20-16)17(22)21-6-8-23-9-7-21/h4-5,10,16H,6-9H2,1-3H3,(H2,19,20,24)/t16-/m0/s1";"BCRJHLLWQLYENG-INIZCTEOSA-N";"E3Nonbinder";"unique"
"JR_0153";"CC1=C(C(=O)N2CCOCC2)C(c2ccc(O)cc2)NC(=S)N1";"InChI=1S/C16H19N3O3S/c1-10-13(15(21)19-6-8-22-9-7-19)14(18-16(23)17-10)11-2-4-12(20)5-3-11/h2-5,14,20H,6-9H2,1H3,(H2,17,18,23)/t14-/m0/s1";"UEOPPCJZBYLTCH-AWEZNQCLSA-N";"E3Nonbinder";"unique"
"JR_0154";"CC1=C(C(=O)N2CCOCC2)C(c2ccc3c(c2)OCCO3)NC(=S)N1";"InChI=1S/C18H21N3O4S/c1-11-15(17(22)21-4-6-23-7-5-21)16(20-18(26)19-11)12-2-3-13-14(10-12)25-9-8-24-13/h2-3,10,16H,4-9H2,1H3,(H2,19,20,26)/t16-/m0/s1";"VBYYRSQVAWTZQU-INIZCTEOSA-N";"E3Nonbinder";"unique"
"JR_0155";"CC1=C(C(=O)N2CCOCC2)C(c2cccc(Cl)c2Cl)NC(=S)N1";"InChI=1S/C16H17Cl2N3O2S/c1-9-12(15(22)21-5-7-23-8-6-21)14(20-16(24)19-9)10-3-2-4-11(17)13(10)18/h2-4,14H,5-8H2,1H3,(H2,19,20,24)/t14-/m0/s1";"YCKIAAPGCHNQRA-AWEZNQCLSA-N";"E3Nonbinder";"unique"
"JR_0156";"CC1CC(C)CN(C(=O)C[N+]23CC[N+](CC(=O)N4CC(C)CC(C)C4)(CC2)CC3)C1";"InChI=1S/C24H44N4O2/c1-19-11-20(2)14-25(13-19)23(29)17-27-5-8-28(9-6-27,10-7-27)18-24(30)26-15-21(3)12-22(4)16-26/h19-22H,5-18H2,1-4H3/q+2/t19-,20+,21-,22+,27-,28+";"DSJCKQWXSCOIOJ-PRVOIDTQSA-N";"E3Nonbinder";"unique"
"JR_0159";"CC1CC(C)C[NH+](CC(=O)N(C)C)C1";"InChI=1S/C11H22N2O/c1-9-5-10(2)7-13(6-9)8-11(14)12(3)4/h9-10H,5-8H2,1-4H3/p+1/t9-,10+";"QIZRSQYZJHDRKQ-AOOOYVTPSA-O";"E3Nonbinder";"unique"
"JR_0162";"CC1CCC(N(C)C(=O)C(C)NC(=O)OCc2ccccc2)CC1";"InChI=1S/C19H28N2O3/c1-14-9-11-17(12-10-14)21(3)18(22)15(2)20-19(23)24-13-16-7-5-4-6-8-16/h4-8,14-15,17H,9-13H2,1-3H3,(H,20,23)/t14-,15-,17-/m0/s1";"ASJIZJOCIDUEQN-ZOBUZTSGSA-N";"E3Nonbinder";"unique"
"JR_0169";"CC1CCCCC1N(C)C(=O)CNC(=O)c1ccoc1";"InChI=1S/C15H22N2O3/c1-11-5-3-4-6-13(11)17(2)14(18)9-16-15(19)12-7-8-20-10-12/h7-8,10-11,13H,3-6,9H2,1-2H3,(H,16,19)/t11-,13+/m1/s1";"APZNUBVJGZQSJE-YPMHNXCESA-N";"E3Nonbinder";"unique"
"JR_0170";"CC1CCN(C(=O)CN2C(=O)NC(C)(c3cccc(C#N)c3)C2=O)CC1";"InChI=1S/C19H22N4O3/c1-13-6-8-22(9-7-13)16(24)12-23-17(25)19(2,21-18(23)26)15-5-3-4-14(10-15)11-20/h3-5,10,13H,6-9,12H2,1-2H3,(H,21,26)/t19-/m1/s1";"OXJXHECPZVUDJU-LJQANCHMSA-N";"E3Nonbinder";"unique"
"JR_0171";"CC1CCN(C(=O)CN2C(=O)NC(C)(c3ccccc3F)C2=O)CC1";"InChI=1S/C18H22FN3O3/c1-12-7-9-21(10-8-12)15(23)11-22-16(24)18(2,20-17(22)25)13-5-3-4-6-14(13)19/h3-6,12H,7-11H2,1-2H3,(H,20,25)/t18-/m1/s1";"DIUACISKXAEOMW-GOSISDBHSA-N";"E3Nonbinder";"unique"
"JR_0172";"CC1CCN(C(=O)C(NC(=O)NC2CC[NH+](CC3CC3)CC2)c2ccccc2)CC1";"InChI=1S/C24H36N4O2/c1-18-9-15-28(16-10-18)23(29)22(20-5-3-2-4-6-20)26-24(30)25-21-11-13-27(14-12-21)17-19-7-8-19/h2-6,18-19,21-22H,7-17H2,1H3,(H2,25,26,30)/p+1/t22-/m1/s1";"SXBNXQFAVVYGIF-JOCHJYFZSA-O";"E3Nonbinder";"unique"
"JR_0173";"CC1CC[NH+](C(C)CNC(=O)C2CCN(c3ncccn3)CC2)CC1";"InChI=1S/C19H31N5O/c1-15-4-10-23(11-5-15)16(2)14-22-18(25)17-6-12-24(13-7-17)19-20-8-3-9-21-19/h3,8-9,15-17H,4-7,10-14H2,1-2H3,(H,22,25)/p+1/t16-/m0/s1";"FSEYYNAMWNVGGU-INIZCTEOSA-O";"E3Nonbinder";"unique"
"JR_0178";"C/C=C/c1ccc(OCC(O)C[NH+](CCOC)CCOC)c(OC)c1";"InChI=1S/C19H31NO5/c1-5-6-16-7-8-18(19(13-16)24-4)25-15-17(21)14-20(9-11-22-2)10-12-23-3/h5-8,13,17,21H,9-12,14-15H2,1-4H3/p+1/b6-5+/t17-/m1/s1";"MLOHZAVXDIVOHQ-FUTAKVPZSA-O";"E3Nonbinder";"unique"
"JR_0179";"CCC(=O)N1CCCCC1C(=O)Nc1ccc(C(=O)NC(C)(C)CC)cc1";"InChI=1S/C21H31N3O3/c1-5-18(25)24-14-8-7-9-17(24)20(27)22-16-12-10-15(11-13-16)19(26)23-21(3,4)6-2/h10-13,17H,5-9,14H2,1-4H3,(H,22,27)(H,23,26)/t17-/m0/s1";"PWAIMGOJNPXEKP-KRWDZBQOSA-N";"E3Nonbinder";"unique"
"JR_0180";"CCC(=O)N1CCCCC1C(=O)Nc1cccc(C[NH+](C)C)c1";"InChI=1S/C18H27N3O2/c1-4-17(22)21-11-6-5-10-16(21)18(23)19-15-9-7-8-14(12-15)13-20(2)3/h7-9,12,16H,4-6,10-11,13H2,1-3H3,(H,19,23)/p+1/t16-/m0/s1";"NDNSWXNBMAAKJW-INIZCTEOSA-O";"E3Nonbinder";"unique"
"JR_0181";"CCC(=O)N1CCCC(C(=O)NCc2cn(Cc3ccccc3)nc2-c2ccccc2)C1";"InChI=1S/C26H30N4O2/c1-2-24(31)29-15-9-14-22(18-29)26(32)27-16-23-19-30(17-20-10-5-3-6-11-20)28-25(23)21-12-7-4-8-13-21/h3-8,10-13,19,22H,2,9,14-18H2,1H3,(H,27,32)/t22-/m0/s1";"GRRHDUWAMLEOCR-QFIPXVFZSA-N";"E3Nonbinder";"unique"
"JR_0184";"CCC(CC)C(=O)NCC1CCN(c2ccccc2OC)C1";"InChI=1S/C18H28N2O2/c1-4-15(5-2)18(21)19-12-14-10-11-20(13-14)16-8-6-7-9-17(16)22-3/h6-9,14-15H,4-5,10-13H2,1-3H3,(H,19,21)/t14-/m1/s1";"XMSLJQQVUYXUJI-CQSZACIVSA-N";"E3Nonbinder";"unique"
